BALANCE_FREQUENCY,PURCHASES,INSTALLMENTS_PURCHASES,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS
1,729.6,729.6,2500,733.044687,174.464929
1,0,0,6000,894.936707,1083.032123
0.545455,520.3,95.8,4000,381.22527,100.321702
1,312.66,108.66,1800,594.159059,501.192795
0.727273,430.43,430.43,2500,315.075002,87.824996
1,1171.5,167.96,4000,2092.544158,200.597917
1,497.15,0,1200,291.121154,180.093054
1,571.52,571.52,3000,596.54897,176.777412
0.142857,43.08,0,300,143.823981,48.679152
1,740.73,415.85,5000,3241.098168,701.198898
1,449,0,3500,429.538574,690.355456
1,235.9,188.9,2000,746.986805,459.874277
1,0,0,1000,304.93211,272.53859
1,1638.3,1638.3,6000,1589.707781,67.939783
0.272727,666.68,666.68,900,2510.558599,259.141203
1,1510,1510,3500,3927.022653,1464.023513
1,822.96,666.96,1200,801.255647,686.634722
1,404.24,0,1500,1024.733353,2707.521979
1,922.74,922.74,3000,897.050714,176.218615
1,185,0,2500,547.767021,389.22018
1,482.8,159.82,4500,567.680103,380.886977
1,467.7,0,3000,784.234756,958.838221
1,264.8,264.8,1000,418.812352,773.534938
1,258.36,258.36,1500,146.073798,99.260979
0.636364,66.25,66.25,2500,2283.641666,3116.67911
1,148,0,6100,2441.612338,453.517757
1,0,0,6500,2415.827922,3933.230932
1,647.69,164.1,1000,390.696467,213.744956
1,1776.76,1776.76,9600,1339.303085,185.281009
1,2576.81,0,3750,3811.567017,3536.319962
1,7654.81,670.52,7000,2785.055072,783.737906
0.363636,32.22,32.22,6000,185.232035,124.66745
1,2133.15,860.6,5900,971.9261,487.127965
1,3497.99,2871.14,3000,3581.048471,174.461435
1,345.66,300.01,1000,102.011016,294.47698
1,1478.98,544.38,3000,1016.511227,377.143061
1,480,480,1400,444.504448,192.250083
1,227.56,50,3000,319.354,388.368299
1,569.94,428.54,2900,770.283123,226.730509
1,596.5,596.5,3000,891.637597,474.182947
0.727273,698.44,603.3,6000,525.904806,116.075915
1,166.38,50,5000,3388.896555,520.445922
1,0,0,5000,4937.146727,223.182313
1,83.31,83.31,2000,603.296946,1018.247383
1,182.28,0,1300,512.657226,511.999815
1,71.48,0,700,322.357201,217.0654
0.818182,165.09,165.09,5000,218.895476,157.783535
1,102.75,102.75,3000,865.740388,288.129171
1,343.22,0,1200,510.918269,282.782763
1,1482.18,0,1500,1418.618359,2733.696071
1,0,0,2000,407.36056,277.084736
1,0,0,800,455.384879,198.175355
1,1039.92,1039.92,1000,984.158369,168.596244
1,0,0,1500,263.430572,722.782997
0.9,0,0,900,220.18909,251.365035
0.222222,736,0,1500,0,
1,45.65,0,1000,224.596651,330.860527
1,103,0,1500,590.37153,516.506067
0.545455,21.99,21.99,4000,0,
0.181818,107,0,4000,588.015945,87.805376
1,831.6,831.6,2500,366.15467,173.631099
1,675,675,1000,671.28341,211.872834
1,225,225,2700,232.652483,165.826627
1,0,0,1200,298.183864,443.597884
1,999.97,192.26,7500,4114.602852,2987.684451
1,494.04,494.04,1000,179.372971,8411.177378
0.818182,990.33,0,4000,1006.564682,67.567132
0.909091,208.6,208.6,1000,186.560331,166.048636
1,0,0,2000,193.30886,227.879396
1,0,0,2950,3781.991205,3743.011386
0.909091,0,0,1400,190.33293,216.278844
1,6341.55,3109.29,5000,5575.894258,1767.825544
0.375,1200,0,1200,57.266292,56.72021
0.454545,426.25,653.55,1200,460.814602,108.772098
1,239.26,239.26,3000,1918.74596,504.077272
1,0,0,4000,973.155092,1525.998307
0.571429,134.6,134.6,3000,155.845232,102.333285
1,115.91,70.26,1900,442.944623,813.974537
0.888889,1800,1800,1000,1502.595015,144.69691
0.454545,62,62,3000,132.643754,51.950904
1,145.58,145.58,1000,0,
1,3181.47,1592.69,2100,2345.315745,1704.918221
1,1446.44,353.2,3500,1223.217883,189.41742
1,0,0,700,45.650296,3087.338813
0.636364,200,200,3000,338.521478,184.326343
1,0,0,2000,702.214941,417.488671
0.909091,339.11,12.41,6500,107.203529,187.367893
0.909091,311.8,311.8,2500,709.240603,2703.147477
1,468.6,468.6,1200,1092.978851,178.853712
1,0,0,9000,3335.3032,1349.647209
1,1870.8,722.05,5000,2296.399555,2771.549821
1,473.62,133.14,1800,1572.10707,121.46035
1,1244.37,1160.84,1800,1182.12849,3748.341561
0.181818,963.9,356.62,3000,1502.662849,14.571644
0.181818,650,0,2500,3804.775151,86.539433
0.909091,351.5,351.5,3000,350.616751,169.07969
0.181818,45,45,3000,1895.798955,68.967179
1,295.83,295.83,1000,70.777666,3831.115551
0.818182,197.21,0,1500,1781.472773,280.724848
0.363636,167.22,167.22,4000,167.751977,69.564242
0.818182,0,0,1500,809.365677,257.156519
1,2811.86,805.06,800,2501.680369,189.395585
0.272727,30.57,30.57,4000,501.663366,122.153236
1,385.76,385.76,5000,391.229684,178.370583
1,501.88,476.88,2000,493.981832,189.50275
1,0,0,6000,587.553145,608.345463
1,541.75,0,1800,2140.934561,478.040659
0.272727,1861.74,0,3000,195.73661,273.119363
1,947.07,132,3000,1654.58686,208.064056
1,0,0,10500,1351.732415,1342.524091
0.727273,2219.39,1932.39,2000,1044.263246,120.655535
1,1086.26,1086.26,4500,981.005079,162.218628
0.909091,210.09,81.69,2000,423.100779,628.099733
1,1682.36,242.22,1900,677.969663,195.776465
1,237,237,5000,192.681715,165.041701
0.545455,0,0,3500,2995.213811,244.405201
1,729.47,162.95,1500,2118.665123,612.918428
1,80,80,5000,767.024618,228.893626
1,2542.75,1355.52,7000,5044.600878,564.924266
0.454545,359.5,359.5,5000,449.718054,71.384549
0.9,1890.09,876.79,4000,1548.950633,140.51211
1,334.9,334.9,10000,2029.431421,3506.66581
1,1050.6,0,1500,1232.660721,1276.693069
0.272727,84,84,5000,178.18272,55.922251
0.875,0,0,1500,128.881941,248.197938
1,0,0,2000,173.71666,289.554448
0.875,319.34,0,1200,353.924067,90.382954
0.727273,1158.02,832.5,2000,499.788236,2656.494706
0.272727,80.43,80.43,1000,140.958283,153.887492
1,1768.05,1768.05,5000,1668.054457,172.804335
1,480.7,480.7,2500,2884.208351,413.570374
1,0,0,1500,284.321607,421.910126
1,285.24,285.24,1200,554.294411,724.979174
1,329.86,172.86,5000,187.258841,145.813975
1,0,0,9000,2760.879055,3172.680242
0.181818,366.66,366.66,500,1073.058459,164.17889
0.4,70,70,1200,45.214284,143.706295
0.181818,0,0,1000,2988.425347,42.653262
1,99.77,45.64,1500,643.17199,281.091585
0.818182,1499.94,1499.94,5000,1353.4934,144.022718
1,5629.41,6229.41,6000,5723.333315,187.963174
0.888889,0,0,6000,217.059511,10057.56192
1,466.67,466.67,1500,555.683726,577.688088
0.818182,445.7,445.7,2500,563.718775,170.968893
1,2619.2,146.64,4000,2540.900415,182.019607
0.727273,47.79,0,1200,62.177249,187.682034
1,370.4,135,8500,3078.100417,756.141664
0.909091,0,0,2500,3636.677131,485.333114
1,637.97,592.32,1000,864.471651,903.567225
1,102,0,1200,312.440002,754.478004
0.857143,0,0,2500,391.306121,397.057608
1,19.88,0,900,1072.638864,373.912056
1,1059.26,135,1200,184.434921,276.551931
0.090909,29.9,0,6000,38.718362,18.928972
1,268.68,268.68,3500,261.671184,198.263057
0.909091,0,0,2000,1858.706202,383.983971
0.857143,499.98,499.98,1500,471.641077,95.821841
0.818182,0,0,2000,2115.925455,217.791398
1,616.95,164.07,2000,522.169095,388.683266
0.272727,126.6,126.6,2900,134.386353,46.037748
1,0,0,1500,424.063067,343.652322
0,0,0,2000,0,
1,1313,0,1200,1440.244979,1919.360883
0.909091,51.7,51.7,2500,145.632497,164.432591
0.363636,431.28,0,3000,734.818798,173.255235
1,62.25,62.25,1500,349.397408,341.393229
0.9,1675.91,728.21,10000,3148.054919,819.267218
1,0,0,2500,1028.314286,1175.17299
1,574.95,453.65,1500,963.80147,1234.776368
0.2,73.17,73.17,2900,160.363635,94.101695
0.454545,630.42,287.89,4000,671.281725,47.609315
0.909091,389.44,389.44,2500,455.962105,114.634795
1,229,0,8000,3679.035805,792.385386
1,479.96,479.96,2500,431.591387,176.765922
1,0,0,1800,788.245672,1088.975559
0.5,0,0,1200,152.786639,62.224592
1,1342.31,1100.56,8000,5720.735722,513.57964
0.181818,0,0,1000,2801.977685,110.436578
1,3248.83,1314.9,6500,3620.440772,493.696216
1,247.92,247.92,4000,227.869425,172.187284
1,1551.27,606.5,6500,1779.381962,195.950075
1,71.99,71.99,7500,887.3365,915.671887
0.272727,172.61,0,7000,5359.784024,216.758246
0.9,79.8,0,2500,1967.368185,518.663889
1,0,0,1000,47.1444,5413.385529
1,210.8,210.8,2500,193.95584,183.60963
0.909091,547.46,90,900,315.918387,544.286252
1,381.2,381.2,2500,330.100638,174.766771
1,1000,0,6000,2686.360691,4471.491241
1,1666.2,1666.2,1500,1662.438437,11116.45317
1,773.36,653.56,3000,1169.758034,233.843501
1,0,0,1500,263.839295,309.854995
1,229.25,229.25,7500,1563.077507,643.744567
1,0,0,3500,1478.753996,1863.940934
0.363636,684.24,684.24,1000,2154.534733,508.095621
1,848,0,4500,1143.616386,1134.793009
1,416.76,416.76,1000,169.674083,296.943958
1,0,0,1200,855.075968,794.131569
0.363636,0,0,1200,119.701887,340.789604
1,4689.03,617.9,5000,1078.201925,992.398436
1,150,150,1200,1445.633559,492.370581
0.727273,1169,1169,1900,915.66564,111.493268
0.272727,114,0,4000,520.598144,99.093617
0.363636,35,35,7500,122.129596,110.576473
1,1067.5,216.9,4000,577.184902,166.462926
0.181818,427.5,427.5,1500,443.007864,15.052203
0.363636,1002,1002,1500,1863.921412,171.566972
1,468.36,219.36,6000,1042.879923,559.156166
0.818182,223.6,168,4500,1358.034176,134.06456
1,0,0,3500,628.807815,323.958821
1,0,0,1000,217.320342,440.378775
0.909091,376.2,376.2,1500,1100.109444,228.565068
1,2443.2,2443.2,6000,6540.889639,2250.946034
0.727273,668.27,668.27,4000,143.21216,191.898595
0.363636,76,76,5000,186.022727,81.496891
1,0,0,6500,3602.698387,299.351881
1,1348.41,802.2,1300,430.736402,163.305423
1,0,0,1200,263.793622,422.134701
1,595.86,311.36,1000,667.966217,315.393952
0.833333,363.38,363.38,1200,284.093261,92.369903
1,1235.39,0,2000,2002.428473,195.817002
1,570.96,570.96,1000,445.823378,84.922938
1,0,0,6000,1015.947851,133.595868
1,320,320,1000,161.356208,132.522411
0.363636,0,0,2500,118.044156,470.670338
1,0,0,700,212.752075,154.743946
1,0,0,5500,2574.272358,1547.234983
1,2996.92,714.33,5000,1222.419114,705.86365
1,0,0,1400,888.735185,262.491565
1,110,110,1000,789.587001,175.328419
0.636364,502.54,0,450,907.540077,58.37452
0.636364,578,578,5000,780.002496,153.433604
1,151.69,0,2000,496.543523,591.508322
1,1690.93,0,1200,1783.396008,509.554302
0.909091,0,0,50,7570.207782,410.260506
0.7,930,930,1000,1205.16186,123.823581
1,356.27,354.87,6500,96.582811,81.329167
1,163.2,163.2,3000,144.275838,130.672307
1,0,0,1500,456.999782,266.673655
1,0,0,1200,12485.43289,591.573521
1,924.34,386.28,1200,2011.28106,520.315155
1,0,0,700,175.301978,270.104028
1,0,0,8500,3838.187983,5578.994086
1,573.36,118.36,1100,875.900693,229.727141
0.727273,680,680,3500,668.711777,184.993332
1,45.65,0,1800,486.063311,252.868183
1,91,45,3000,492.928487,434.150222
1,69.8,0,7000,4393.869532,1056.774188
1,569.2,253.33,5000,836.699278,840.546381
1,245.77,0,3000,432.966217,259.680955
1,986,986,1000,807.394469,146.785318
0.444444,0,0,2500,230.076354,179.155785
1,72.9,72.9,5000,332.345466,772.297613
1,833.36,833.36,1500,962.749997,1982.872638
0.454545,619.59,0,4000,997.081601,93.320933
0,393.29,347.64,1000,0,
1,383.45,383.45,1800,956.531234,1549.188231
0.5,617.98,0,1200,58.469887,82.739003
0.181818,1187.42,0,6000,1214.034802,9.925051
1,0,0,4500,899.369544,96.727625
0.909091,464.95,330.05,1000,424.138187,153.671805
1,1385.56,1135.56,4500,1517.623087,4341.647445
0.363636,294.28,294.28,2500,506.189083,124.313354
1,673.1,26.49,6000,665.773943,186.735956
0.909091,187.5,187.5,2000,280.02494,137.46898
1,274.92,274.92,1000,253.155177,134.848517
1,770.05,660.65,1500,748.204441,170.319835
0.727273,398.98,398.98,2500,452.347581,264.697366
0.363636,41.2,0,2000,91.092518,104.026643
0.833333,4085.81,928.5,7500,1266.516033,1834.821306
0.909091,643.6,643.6,1400,440.20021,218.581641
1,1019.33,839.33,5000,1697.366202,1669.032322
0.272727,134.97,134.97,4000,202.780964,42.148136
1,2863.31,455.78,1500,3344.466066,203.049504
0.166667,76.51,25.58,2500,0,
1,4655.55,1356.12,6500,1231.610235,832.178621
1,450,450,3000,981.480493,998.904434
1,155.96,155.96,1200,717.21209,389.19459
1,0,0,4000,674.711298,694.247587
0.545455,144.94,144.94,5000,249.685121,88.988794
0.833333,84.99,0,2000,82.0748,236.842295
1,650.04,650.04,2000,775.769041,751.958904
0.545455,891.28,891.28,10000,7220.399443,139.16394
1,1958.59,420.77,4000,1115.39686,619.23114
0.272727,1.4,0,4500,0,
0.454545,77,0,300,569.468306,139.375154
1,0,0,4000,605.021251,179.817772
1,1004.98,530.4,1800,553.872653,979.001587
0.545455,990.73,0,4000,2626.23328,102.594438
0.454545,630.03,0,3000,294.185139,294.438262
1,150,150,1000,390.113261,851.977449
1,4337.19,1426.56,2500,4100.813557,259.448035
1,391.32,391.32,1000,357.097464,171.020193
1,0,0,4500,989.548331,1165.762987
1,0,0,5000,1026.639661,2349.407548
1,0,0,4000,763.120271,191.867335
1,2961.46,1000,1600,3499.936377,178.233765
0.909091,776.92,0,3000,752.509422,166.421449
1,0,0,1200,1865.52686,343.406044
0.272727,1108.36,239.2,3000,791.871856,31.745699
0.727273,373.34,63.34,5000,584.836547,153.35767
1,213.75,213.75,2500,196.765989,206.997029
1,1632.88,123.98,6500,958.185395,410.953176
1,450.45,126.65,3000,929.632134,739.751542
1,0,0,1500,1856.738688,161.557965
1,796.56,796.56,2500,772.022619,176.637343
0.727273,1503.26,311,4000,1230.180271,177.363751
1,0,0,2500,467.950231,480.456473
1,961.86,961.86,5000,905.343134,163.858003
1,50.37,50.37,2000,578.775786,391.941294
1,0,0,6500,1266.3564,743.493119
1,342.74,342.74,2000,327.166041,165.207233
0.909091,1063.65,643.41,7000,1051.282851,112.969341
1,3173.5,3173.5,1000,2757.343301,4800.913225
1,424.44,424.44,2500,159.715319,169.767772
1,701.52,701.52,1500,612.91894,1827.848509
1,0,0,6500,592.120457,374.842938
1,0,0,1200,335.79384,439.082668
1,589.94,589.94,5000,482.481306,488.548589
0.363636,332.5,332.5,3000,812.371249,162.177358
0.545455,313.25,313.25,3000,456.429011,147.581109
1,1055.7,1055.7,5000,1083.300243,163.891113
0.181818,1337.18,1250.58,4500,1686.830156,27.398111
1,0,0,4800,3040.97074,940.054425
1,229,0,5000,4637.083029,632.635869
0.857143,0,0,1200,65.437308,1617.834987
0.833333,170,0,1200,1327.700776,41.385496
0.555556,912.98,0,1200,1652.011127,80.430704
1,45,0,1500,326.716166,625.746529
0.818182,26784.62,270.3,30000,30029.01496,11853.79613
0.272727,111.84,111.84,1500,115.525496,9.960909
1,1691.22,1691.22,3000,1378.090415,209.55412
1,96.69,0,1500,297.195559,308.25989
1,901.6,0,10750,1366.889828,1407.884173
0.909091,610.47,610.47,2000,616.052713,178.545649
0,278,278,1000,429.55698,21.401781
1,217.5,0,3000,536.833697,754.144955
1,0,0,500,1082.344709,132.396963
0.777778,503.92,133.62,2500,142.308045,130.127411
1,0,0,3000,859.631936,396.466646
1,0,0,6500,407.327265,531.931444
0.636364,1242.55,1242.55,2000,2202.224677,170.96615
1,860.95,0,800,1001.313048,194.636798
1,622.03,622.03,1800,1064.435406,677.9132
0.454545,0,0,1500,57.999563,171.12655
1,400,400,1200,424.376685,1480.270923
1,556.52,19.52,3000,1100.700834,757.724201
1,0,0,4500,445.629714,574.744631
0.636364,0,0,1500,201.628458,429.816935
0.3,0,0,2500,1022.595043,4.363375
0.727273,682.64,682.64,2000,864.625632,170.244751
1,209.62,209.62,3000,559.604995,973.486914
1,341.37,341.37,2500,101.053841,171.581036
0.363636,0,0,2500,7547.470632,263.220674
0.727273,449.86,449.86,1000,1605.512753,199.950493
0.909091,1118.91,0,1800,1376.390319,150.169487
1,74.99,74.99,4500,872.642121,1396.59728
1,250.72,0,6500,2362.786253,259.315944
0,0,0,500,667.921811,
1,0,0,1200,310.991074,269.927525
1,46.65,0,3000,1424.667783,1793.463952
1,3482.9,2132.1,7500,3044.978061,172.124992
1,947.97,947.97,5000,876.723841,164.622858
0.9,0,0,2500,166.510521,369.439375
1,1976.5,700,1500,467.583907,302.185679
0,207,207,2500,0,
0.363636,93.6,93.6,1900,603.723258,130.224347
1,199.32,199.32,1500,160.013341,162.466706
1,269.34,191.34,2000,641.186755,383.080045
1,1259.93,124.97,2500,1609.219696,405.643938
0.272727,286.56,286.56,1500,1080.55703,130.267549
0.909091,319.34,319.34,2700,512.790367,163.353616
0.363636,237.66,237.66,3000,538.820587,131.332498
1,142,130,1200,429.827489,522.914621
1,380.1,380.1,2500,443.106331,249.318198
0.909091,667.39,452.86,6000,572.759229,883.618787
1,166.63,166.63,6000,331.28441,20.192605
1,1659.13,317.84,5000,1296.563214,183.217781
0.333333,0,0,1200,1055.203377,18.900471
1,368.84,368.84,3000,417.861072,109.747646
0.25,234,234,1500,303.704799,19.894581
1,3148.36,732.61,4000,3140.255647,191.638318
1,158,68,900,358.518609,436.602196
0.818182,302.91,0,3000,287.749893,41.206824
0.636364,195,195,2000,283.424488,145.48842
0.875,750.02,162,1200,215.867749,171.272347
0.727273,1944.26,1244.26,2700,2628.464774,78.530864
0.181818,74,74,6000,68.147484,29.485897
1,0,0,3000,592.958317,807.751154
1,952.02,506.94,4000,1452.017727,299.165904
0.545455,84.05,84.05,4000,171.883336,99.694319
1,0,0,3000,276.975673,161.150923
1,0,0,1500,1779.274853,300.990997
1,844.45,0,3000,530.463101,227.905412
1,3670.46,1066.88,4000,1098.980289,912.34585
1,0,0,1200,881.16504,1938.465006
1,664.83,664.83,2500,401.138062,330.915844
0.909091,582.6,582.6,3000,854.15178,149.201617
1,1024.75,1024.75,1200,746.172552,178.711078
1,862.95,0,1900,987.668179,892.915026
1,220.7,220.7,3000,782.80657,393.153575
1,4349.38,323.3,3000,4388.029841,237.336329
1,124.65,0,600,312.63967,515.450846
0.636364,252,252,2500,430.487291,151.393708
0.727273,182.16,182.16,5000,150.287189,119.24025
1,5244.8,3155.06,12500,2823.945882,1749.125129
0.909091,335,236,1000,661.587172,144.480066
0.777778,2783.03,775.77,2000,2924.377302,135.530622
1,283.02,283.02,1000,213.493415,86.257328
1,218.76,218.76,5000,199.280071,155.771045
1,4258.57,1136.64,5000,2660.323704,436.998853
0.272727,384,384,1500,568.982664,54.449416
0.272727,0,0,3000,7842.362894,232.381936
1,88.89,0,1500,167.408848,150.086166
1,0,0,700,241.173093,255.32232
1,0,0,9000,302.484224,61031.6186
1,0,0,10000,6038.594309,1355.822971
1,1410.35,714.9,2500,1202.218177,170.020221
0.545455,0,0,500,46.268562,99.304829
0.8,772.8,0,1200,850.9555,104.163023
0.818182,1175.88,1175.88,2000,1410.334754,168.061584
1,604.52,426.36,1400,611.086937,901.913989
0.545455,248.1,137.3,1200,111.212325,74.477866
1,55,55,1500,190.74504,309.538715
0.818182,109.16,74.16,4000,125.832337,122.69702
0.636364,141.12,141.12,5000,94.386204,89.013323
1,533.73,319.75,1500,1403.721157,324.351985
1,0,0,1700,299.568227,252.694662
1,865.07,865.07,5000,1255.249234,206.116939
0.272727,133.35,133.35,2500,936.840542,280.738043
0.363636,81.12,81.12,4000,157.006258,86.15393
0.818182,234.48,234.48,2500,109.281131,93.62464
1,1986.7,1986.7,700,2186.981284,1923.940036
1,2159.68,1561.66,3000,2161.393568,195.40184
1,169.56,169.56,2500,181.438267,99.402121
1,4266.25,2052.2,4000,3822.475208,188.571741
0.272727,458,0,3000,641.866089,
1,2371.92,2371.92,2000,1741.315136,197.837436
1,64.12,64.12,2000,422.115624,187.794283
1,0,0,7000,1593.23412,703.092721
1,211.05,0,3000,3615.055541,591.521273
0.909091,265.18,110.28,1500,292.523356,377.947101
1,588,588,2500,611.475897,164.424956
0.454545,0,0,1000,546.738575,177.031914
1,100,0,2000,575.557594,432.92103
1,505.79,393.3,5000,1210.835102,1190.58657
0.7,779.35,0,1200,812.070417,130.978236
0.272727,339.69,339.69,1200,76.455028,165.07605
0.727273,0,0,2000,3406.081412,172.409386
0.636364,89.75,89.75,4000,132.580643,102.415643
0.888889,190,0,1200,119.940752,128.955873
1,264,0,5000,235.996925,204.041413
1,0,0,1200,1490.988443,330.627174
1,0,0,2500,226.212069,279.773547
1,540,20,4000,245.492892,123.48805
0.545455,1290.24,88.87,6000,963.846752,174.40391
1,235.4,235.4,1800,831.048408,483.442294
0.909091,1167.39,0,2500,470.516409,206.511825
1,3726.65,1189.76,3000,5125.340024,238.125482
0.4,285.39,285.39,1500,305.985621,31.631949
1,356.15,0,1600,349.838628,167.505705
1,465.6,233.6,4500,949.278907,1461.557697
1,230.1,200.1,1500,415.795291,7328.484531
1,125,125,1000,340.888872,204.474576
1,0,0,1700,729.695998,419.674095
1,4572.32,1844.95,4000,6555.062784,170.22006
1,133,133,1500,153.124928,152.925044
1,2566.91,2566.91,5000,2649.088349,164.760179
0.909091,150,150,450,228.715923,189.459157
0,269.28,269.28,1500,208.949793,
1,1405.22,576.82,10500,470.831678,475.78178
1,586.77,485.37,3400,1472.730273,1090.525368
1,55.5,55.5,3500,1041.914403,585.213037
1,991.48,284.46,1400,959.26132,186.449098
0.636364,78.19,78.19,5000,63.770059,74.625067
1,0,0,1900,493.854051,547.149327
1,0,0,3000,710.063755,732.747143
1,335.62,335.62,1000,762.737851,726.519901
1,2734.77,1088.9,9500,8122.574527,512.099872
1,457.68,457.68,4000,157.893758,227.507164
0.5,0,0,1200,2763.958077,62.025196
1,0,0,4000,4869.842863,1078.106633
1,503.41,503.41,1000,1108.862245,1194.024777
1,0,0,3000,4229.128226,369.442361
0.636364,659.72,573.86,4000,1070.775031,149.617347
1,0,0,6500,6925.733929,978.238735
0.545455,0,0,1000,359.36061,211.249109
1,120,0,6500,870.661235,653.785649
1,1180.68,0,1500,948.216919,203.172759
1,440,440,1000,445.575139,147.958998
0.545455,220,0,3000,427.409497,98.429502
1,658.87,579.2,2000,758.215724,1336.476251
1,1370.19,0,2500,1391.682252,191.0918
1,0,0,1500,1035.62732,312.83553
1,0,0,2000,573.083099,678.078987
1,447.81,158.38,8500,458.534768,673.83736
1,105,0,700,239.928287,396.476154
1,680,0,2500,1261.970352,183.623476
1,154.38,0,4000,1909.161919,426.23708
1,1013.5,437.5,2000,654.473825,1524.375697
1,498.99,0,3000,685.344851,308.964645
1,0,0,2000,514.651337,434.347443
1,0,0,6000,1083.891126,1437.869477
0.909091,554.7,238.7,1000,579.784969,150.212056
1,295,0,1200,428.640942,964.205478
1,1456.07,1380,10500,6933.817424,1823.289954
1,1477.42,1477.42,2500,2860.74586,129.895885
1,633.71,316.89,4000,255.469805,234.095576
1,0,0,6500,1305.706821,1270.894997
1,500.09,500.09,3000,521.673011,171.538499
1,0,0,1500,536.361045,508.611551
1,0,0,1200,300.826793,451.686224
1,2123.43,2123.43,7500,2812.54066,2399.605979
1,1814.65,960,3000,1281.171589,392.219254
1,0,0,5500,4608.621771,904.882748
1,1365.5,1029.5,5000,1340.02971,175.055337
1,56.42,0,800,429.961027,386.817488
1,1149.92,420.06,6500,2171.419976,953.90622
1,907.99,0,1120,1223.617997,75.319725
0.888889,0,0,6000,3537.546355,512.411472
0.636364,385.4,385.4,2500,416.407817,69.890263
1,0,0,1200,274.760566,157.320637
1,109,0,8000,456.810152,734.758331
1,0,0,1200,323.486669,362.308201
1,500,500,1200,510.340741,317.670219
0.818182,1800,1800,5000,2021.257541,166.582953
1,30,0,1200,264.032163,351.744608
0.909091,329.25,329.25,1000,2406.97813,517.270094
1,1791.11,546.64,5500,1409.686401,594.355607
1,550.93,550.93,4000,579.825344,454.611106
1,0,0,2500,253.408681,284.240461
0.636364,187.25,187.25,3000,296.967289,147.013046
1,1169.73,0,1500,877.026023,527.451484
0.9,0,0,500,218.664436,153.74074
0.6,1610.06,398.16,3500,274.724354,347.761624
0.181818,2767.85,2272.26,3000,1322.585206,14.012997
0.181818,81.78,81.78,4000,896.300688,117.706351
1,1750.66,1107.48,8500,25203.91336,1366.869273
0.545455,481.01,0,1200,139.715889,174.17913
1,0,0,5000,1169.235129,242.84674
0,226.07,226.07,2500,0,
1,0,0,3000,571.934258,740.954917
1,272.93,272.93,2500,764.791793,988.662899
0.454545,324.17,324.17,1500,354.506682,83.999117
0.363636,124.03,0,1000,309.366769,220.566753
1,373.77,373.77,7000,381.479704,160.260471
0.666667,2522.03,341.24,9000,1898.185428,199.113916
1,108,108,1000,98.195732,9448.613073
1,2241.87,300.32,2500,2578.745567,251.817368
1,1007.4,65.58,2000,506.930593,198.49507
0.545455,653.95,0,2500,1327.025412,195.935077
0.454545,350,350,3000,421.815239,178.406886
0.636364,2460,2460,2500,3601.545344,131.732911
1,3262.5,2075.76,4500,2683.090485,177.053495
1,906.81,457.16,1000,1590.918593,1227.773229
0.909091,636.84,152.64,3000,443.001353,301.273706
0.833333,2968.2,0,9000,3035.412729,3142.889196
1,0,0,1500,1132.985402,146.997558
0.454545,398.57,287.33,2500,821.069037,132.906041
1,0,0,6500,1573.751794,2135.483305
1,11577,602,5500,12148.50351,188.413837
1,1002.4,0,2000,173.632529,2541.357009
0.636364,859.03,859.03,9000,8655.727728,4234.428854
1,0,0,2500,364.636263,263.85412
1,518.88,518.88,600,670.361848,861.197225
1,1247.43,1247.43,1000,1314.358147,2812.820485
1,351.88,247.1,800,785.561972,378.370091
1,337,337,2500,398.157668,156.144868
0.545455,361.49,0,1500,625.790303,155.444689
1,2199.62,1896.06,3000,2377.36405,172.185143
1,53.9,53.9,1500,330.888649,527.393837
1,0,0,1500,684.225274,440.890884
0.181818,323.71,323.71,1500,219.996991,27.362336
0.888889,169.54,0,2500,302.97678,142.597254
1,0,0,4500,810.481966,944.5895
1,133.45,116.65,2500,469.271786,160.662631
1,17.6,0,4000,589.674674,472.763536
0.909091,316.2,316.2,2000,391.398298,89.505939
0.666667,973.5,0,2000,28.078586,41.457336
1,0,0,2000,543.796511,405.832948
1,0,0,3000,341.938368,367.00205
1,905.04,359.92,4000,392.482391,315.469998
1,45.65,0,1000,165.821773,252.47599
0.272727,108.2,108.2,4500,0,
1,208,208,3000,253.537038,169.800871
0.75,0,0,1500,1515.946459,143.812331
0.909091,1534.71,1103.31,1700,1809.593702,283.938453
1,309.25,19.85,2000,675.101601,425.907075
1,93.24,93.24,5000,156.57819,95.992733
0.363636,212.92,212.92,1500,1202.791804,150.107024
1,375.92,0,1700,530.069186,1003.039654
1,1044.2,208.24,6000,597.906134,422.543556
1,240.51,111.87,500,340.349133,570.446577
0.636364,394,394,1500,778.621541,154.099558
1,1520.76,863.57,3500,1771.078066,192.557306
1,706.08,0,1500,1847.90353,717.097215
0.545455,1273,0,2500,2633.35913,148.635903
1,0,0,1500,150.90008,18.958252
1,1214.55,221.88,1500,1579.200728,314.347243
1,368.16,368.16,2500,153.124113,143.416453
0.875,135.31,135.31,1500,93.853979,112.781199
0.454545,658.24,0,4000,1609.331101,149.861526
1,1373.27,685.12,4000,1705.162709,375.042212
1,740.11,329.83,1200,1379.683829,420.645913
1,2068.41,2068.41,2500,1984.989648,59.522727
1,313.36,313.36,2000,428.089548,189.922028
0.909091,0,0,3000,1398.911214,167.442242
1,0,0,1700,277.622861,705.401828
